Name	AppID	Genre	Tags	Votes_total	Positive_rating	Played_time	Time_to_finish	Time_to_complete	100% Completed	Developer	Publisher
Karagon: Prelude	1991020		NA	0	NA	NA	NA	NA	NA		
Kentucky Route Zero	231200	Adventure, Indie	Adventure, Atmospheric, Indie, Point & Click, Surreal, Story Rich, Episodic, Great Soundtrack, Narrative, Mystery, Beautiful, Exploration, Singleplayer, 2D, Visual Novel, Walking Simulator, Experimental, Horror	3330	80.9009009009009	NA	9	14	NA	Cardboard Computer	Cardboard Computer
KEO	1424910	Action, Indie, Racing, Early Access	Early Access, Vehicular Combat, Class-Based, Physics, Action, Third Person, PvP, e-sports, Combat, Racing, Driving, Strategy, Shooter, Combat Racing, Real Time Tactics, Third-Person Shooter, 3D, Colorful, Stylized, Character Customization	541	53.7892791127542	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Redcatpig Studio	Digital Matters Publishing
Kicks Online	1255970	Adventure, Free to Play, Massively Multiplayer, RPG, Simulation, Sports, Strategy	Free to Play, Sports, RPG, Simulation, Football (Soccer), Strategy, Massively Multiplayer, Adventure	229	73.7991266375546	NA	NA	NA	NA	FreestyleFootball3.com, Nosetu, Nosetu Inc Games	FreestyleFootball3.com, Nosetu, Nosetu Inc Games
Kick The Puppet	977900	Action, Casual, Indie	Casual, Action, Indie	24	54.1666666666667	NA	NA	NA	NA	RewindApp	RewindApp
Killing Floor Mod: Defence Alliance 2	35420	Action	Action, Mod, FPS, Multiplayer, Co-op	738	35.230352303523	NA	NA	NA	NA	Defence Alliance Team	Tripwire Interactive
KILLRUN	1442170	Action, Racing	Shooter, FPS, Action, Parkour, Modern, Military, 3D, First-Person, Stylized, Sci-fi, Colorful, Sniper, Combat, Racing, Puzzle, Runner, Shoot 'Em Up, Cyberpunk, PvE, Score Attack	143	68.5314685314685	NA	Sin registro de tiempo	Sin registro de tiempo	NA	BULKHEAD	BULKHEAD
Kimmy	600660	Indie	Indie, Female Protagonist, Visual Novel	64	85.9375	NA	2	2	NA	Star Maid Games	N\/A
King's Quest	345390	Adventure	Adventure, Puzzle, Point & Click, Fantasy, Story Rich, Singleplayer, Comedy, Funny, Classic, Episodic, Remake, Great Soundtrack, Medieval, Retro, 1990's, Cult Classic, 2D, Choices Matter, Escape Room, Third Person	2583	89.5857530003871	NA	19	21	NA	The Odd Gentlemen	Sierra
King's Quest Collection	10100	Adventure	Adventure, Point & Click, Classic, Retro, Fantasy, Pixel Graphics, Puzzle, 1990's, 1980s, Singleplayer, Old School, Female Protagonist, 2D, Escape Room	299	84.9498327759197	NA	16	27	NA	Sierra	Activision
Kingdom Builders	1514980	Action, Indie, RPG, Strategy, Early Access	City Builder, Strategy, Colony Sim, Action RPG, Building, Exploration, Action, Party-Based RPG, RPG, Top-Down, Cute, Base-Building, Management, Medieval, Survival, Crafting, Combat, Singleplayer, Early Access, Indie	257	59.1439688715953	NA	NA	NA	NA	ebb &amp; flow games	ebb &amp; flow games
Kingdom Elemental	285350	Indie, Strategy	Strategy, Indie	27	51.8518518518518	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Scott Thunelius, Chronic Logic, Tony Porter	Chronic Logic
KnifeBoy	889130	Action, Adventure, Indie	Action, Indie, Adventure, Violent, Nudity, Metroidvania	8	62.5	NA	NA	NA	NA	RunicCodes	RunicCodes
KnightShift	254060	RPG, Strategy	RPG, Strategy, Fantasy, RTS, Multiplayer, Singleplayer, Comedy	1182	66.497461928934	NA	25	100	NA	Reality Pump	Topware Interactive
Kohan: Ahriman's Gift	97120	Strategy	Strategy, RTS, Fantasy	125	88	NA	Sin registro de tiempo	Sin registro de tiempo	NA	TimeGate Studios	TimeGate Studios
Kohan: Immortal Sovereigns	97110	Strategy	Strategy, RTS, Fantasy	90	83.3333333333333	NA	16	0	NA	TimeGate Studios	TimeGate Studios
Kohan II: Kings of War	97130	Strategy	Strategy, RTS, Fantasy, Classic	203	93.1034482758621	NA	15	0	NA	TimeGate Studios	TimeGate Studios
KOLOBOK	757170	Adventure, Casual, Indie	Indie, Casual, Adventure	97	44.3298969072165	NA	Sin registro de tiempo	Sin registro de tiempo	NA	azimuth team	azimuth team
Kona	365160	Adventure, Indie	Adventure, Survival, Detective, Atmospheric, Open World, First-Person, Exploration, Singleplayer, Horror, Indie, Story Rich, Walking Simulator, Survival Horror, Narration, Great Soundtrack, Surreal, Puzzle, Casual, Kickstarter, Crowdfunded	2911	83.0642390930952	NA	5	10	NA	Parabole	Parabole, Ravenscourt
Kraven Manor	296630	Action, Adventure, Free to Play, Indie	Horror, Adventure, Indie, Free to Play, Action, Puzzle, First-Person, Short, Multiplayer, Singleplayer, Jump Scare	598	74.5819397993311	NA	1	2	NA	Demon Wagon Studios	Demon Wagon Studios
Kulebra and the Souls of Limbo - Prologue	1678600		NA	0	NA	NA	NA	NA	NA		
Kung Fu Panda Showdown of Legendary Legends	369230	Action	Action, Fighting, Story Rich, Anime, Sexual Content, Difficult	90	63.3333333333333	NA	1	13	NA	Vicious Cycle Software	Little Orbit
Kung Fu Strike: The Warrior's Rise	212030	Action, Indie	Action, Indie, Beat 'em up, Martial Arts, Fighting, Local Co-Op, Co-op, Difficult, Local Multiplayer, Singleplayer	1088	78.4926470588235	NA	4	36	NA	Qooc Software	Qooc Software
Kyle is Famous	1186740	Adventure, Casual, Free to Play, Indie, Simulation	Adventure, Choose Your Own Adventure, Interactive Fiction, Funny, Multiple Endings, Text-Based, Replay Value, Comedy, Point & Click, Dynamic Narration, Narration, Story Rich, Conversation, Colorful, Singleplayer, Puzzle, Memes, Drama, Mystery, Sandbox	1259	92.0571882446386	NA	1	3	NA	John Szymanski	John Szymanski
L.A. Noire	110800	Adventure, Strategy	Detective, Crime, Open World, Noir, Adventure, Story Rich, Mystery, Third Person, Investigation, Cinematic, Singleplayer, Action, Atmospheric, Mature, Nudity, Strategy, Puzzle, Third-Person Shooter, Thriller, 3D Vision	28448	85.2678571428571	NA	22	41	NA	Team Bondi, Rockstar Leeds	Rockstar Games
Lara Croft and the Guardian of Light	35130	Action, Adventure	Action, Adventure, Co-op, Local Co-Op, Puzzle, Female Protagonist, Platformer, Online Co-Op, Puzzle-Platformer, Singleplayer, Isometric, Multiplayer, Third Person, Twin Stick Shooter, Local Multiplayer, Exploration, Arcade, Controller, Difficult, Co-op Campaign	4093	91.497678964085	NA	6	17	NA	Crystal Dynamics	Square Enix
Lara Croft and the Temple of Osiris	289690	Action, Adventure	Adventure, Action, Co-op, Local Co-Op, Multiplayer, Puzzle, Female Protagonist, Online Co-Op, Isometric, Singleplayer, 4 Player Local, RPG, Top-Down, Platformer, Twin Stick Shooter, Hack and Slash, Controller, Third Person, Co-op Campaign, Local Multiplayer	3758	66.4981373070782	NA	5	13	NA	Crystal Dynamics	Square Enix
Laserium	876200	Adventure, Casual, Indie	Indie, Adventure, Casual	122	65.5737704918033	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Garage Games	Garage Games
Laser League: World Arena	570460	Action, Indie, Sports	Indie, Sports, Multiplayer, Free to Play, Co-op, Arcade, Action, Sci-fi, Strategy, Local Multiplayer, Competitive, Early Access, 4 Player Local	1628	79.9140049140049	NA	3	0	NA	Roll7, CE-Asia, 505 Games	CE-Asia, 505 Games
Lead and Gold - Gangs of the Wild West	42120	Action	Western, Action, PvP, Multiplayer, Third-Person Shooter, Team-Based, Co-op, Shooter, Class-Based, Third Person, Funny, Indie, 3D, Atmospheric, Singleplayer, Anime, Competitive, Nudity, Replay Value	2156	71.9851576994434	NA	0	33	NA	Fatshark	Fatshark
Learn Japanese To Survive - Hiragana Battle	438270	Adventure, Indie, RPG	Education, RPG, Indie, Adventure, RPGMaker, JRPG, Anime, Singleplayer, Female Protagonist, Turn-Based Combat	1900	91.6842105263158	NA	10	14	NA	Sleepy Duck	RIVER CROW STUDIO
Left 4 Dead	500	Action	Zombies, Co-op, Multiplayer, FPS, Action, Horror, Shooter, Online Co-Op, Survival, Team-Based, First-Person, Post-apocalyptic, Singleplayer, Atmospheric, Adventure, Moddable, Tactical, Replay Value, Competitive, Female Protagonist	45522	96.2501647555028	NA	7	62	NA	Valve	Valve
Legacy of Dorn: Herald of Oblivion	389850	Adventure, RPG	Warhammer 40K, Adventure, RPG, Choose Your Own Adventure, Games Workshop, Visual Novel	166	86.7469879518072	NA	2	3	NA	Tin Man Games	Tin Man Games
Legacy of Kain: Defiance	224300	Action, Adventure	Action, Adventure, Vampire, Story Rich, Dark Fantasy, Singleplayer, Hack and Slash, Fantasy, Classic, Third Person, Gothic, Atmospheric, Action-Adventure	906	85.5408388520971	NA	12	17	NA	Crystal Dynamics	Square Enix
Legacy of Kain: Soul Reaver	224920	Action, Adventure	Adventure, Action, Vampire, Classic, Story Rich, Dark Fantasy, Third Person, Gothic, Puzzle, Atmospheric, Singleplayer, Action-Adventure, Great Soundtrack, Fantasy, Dark, Metroidvania, Retro, Horror, Hack and Slash, 1990's	1757	73.8759248719408	NA	12	14	NA	Crystal Dynamics	Square Enix
Legacy of Kain: Soul Reaver 2	224940	Action, Adventure	Adventure, Action, Vampire, Story Rich, Classic, Dark Fantasy, Gothic, Third Person, Great Soundtrack, Puzzle, Singleplayer, Fantasy, Action-Adventure, Platformer, Hack and Slash, Atmospheric, Horror	851	67.0975323149236	NA	10	14	NA	Crystal Dynamics	Square Enix
Legendary	16730	Action	Action, FPS, Shooter, First-Person, Horror, Singleplayer, Multiplayer, Atmospheric, Mythology, Werewolves, Gore	2430	54.2798353909465	NA	5	7	NA	Spark Unlimited	SouthPeak Games
Legend of Grimrock	207170	Adventure, Indie, RPG	Dungeon Crawler, RPG, Grid-Based Movement, Indie, Fantasy, Old School, Adventure, Singleplayer, Party-Based RPG, Puzzle, First-Person, Real-Time, Atmospheric, Moddable, Retro, Difficult, Action, Tactical, Character Customization, Level Editor	5790	93.9378238341969	NA	16	28	NA	Almost Human Games	Almost Human Games
Legends of Koyannis	933590	Adventure, Indie, Early Access	Adventure, Indie, Early Access, Horror, First-Person, Difficult, Thriller, Atmospheric, 3D, Dark, Gore, Hidden Object	2	50	NA	NA	NA	NA	Koyannis Games	Koyannis Games
Legends of Pegasus	205590	Action, Strategy, Simulation	NA	0	NA	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Novacore Studios	Kalypso Media Digital
LEGENO SLAYER	2100210	Action, Casual, Indie, Early Access	Casual, Action, Top-Down, Rogue-lite, Hack and Slash, Top-Down Shooter, Hunting, Combat, PvE, Survival, Fantasy, Indie, Early Access, 3D, Third Person, Singleplayer, Rogue-like, Action Roguelike	7	57.1428571428571	NA	NA	NA	NA	YoWallCat	YoWallCat
LEGO® Star Wars™: The Complete Saga	32440	Adventure	LEGO, Local Co-Op, Adventure, Co-op, Family Friendly, Multiplayer, Comedy, Singleplayer, Action, Funny, Sci-fi, Classic, Local Multiplayer, Controller, Great Soundtrack, Space, Psychological Horror, Puzzle, Casual, Open World	19844	96.7143721023987	NA	13	40	NA	Traveller's Tales	LucasArts, Lucasfilm, Disney
LEGO® The Hobbit™	285160	Action, Adventure	LEGO, Adventure, Action, Local Co-Op, Open World, Multiplayer, Funny, Singleplayer, Co-op, Family Friendly, Fantasy, Comedy, Third Person, Atmospheric, Split Screen, RPG, Puzzle, Controller, Strategy, Casual	8286	80.5696355298093	NA	9	37	NA	Traveller's Tales, Feral Interactive (Mac)	Warner Bros. Interactive Entertainment, Feral Interactive (Mac)
LEGO® The Lord of the Rings™	214510	Action, Adventure	LEGO, Adventure, Local Co-Op, Action, Fantasy, Comedy, Open World, Family Friendly, Singleplayer, Co-op, Funny, Casual, Platformer, Controller, Split Screen, Local Multiplayer, Multiplayer, Third Person, Puzzle, 3D Vision	10932	90.1573362605196	NA	10	33	NA	Traveller's Tales	Warner Bros. Interactive Entertainment
Leisure Suit Larry - Magna Cum Laude Uncut and Uncensored	765900	Adventure	Adventure, Sexual Content, Nudity, Mature, Comedy, Singleplayer, Point & Click, Funny, NSFW	456	75.4385964912281	NA	9	12	NA	Assemble Entertainment, High Voltage Software	Assemble Entertainment
Leisure Suit Larry - Wet Dreams Don't Dry	765870	Adventure	Adventure, Comedy, Point & Click, Sexual Content, Retro, Puzzle, 2D, Story Rich, Cartoony, Sequel, Singleplayer, LGBTQ+, Colorful, Casual, Mature, Nudity, Indie, NSFW, Classic, Great Soundtrack	1333	85.821455363841	NA	9	10	NA	CrazyBunch	Assemble Entertainment
Leisure Suit Larry 1 - In the Land of the Lounge Lizards	763970	Adventure	Adventure, Sexual Content, Point & Click, Classic, Nudity, Comedy, Pixel Graphics, Retro, 2D, Singleplayer, Mature	189	76.1904761904762	NA	3	3	NA	Assemble Entertainment, Sierra Entertainment, N-Fusion Interactive	Assemble Entertainment
Leisure Suit Larry 2 - Looking For Love (In Several Wrong Places)	765840	Adventure	Adventure, Sexual Content, Nudity, Point & Click, Classic, Pixel Graphics, 1980s, Comedy	65	69.2307692307692	NA	4	4	NA	Assemble Entertainment, Sierra Entertainment	Assemble Entertainment
Leisure Suit Larry 3 - Passionate Patti in Pursuit of the Pulsating Pectorals	765850	Adventure	Adventure, Sexual Content, Point & Click, Nudity, Comedy, 2D, Pixel Graphics, Classic, Retro	44	75	NA	4	7	NA	Assemble Entertainment, Sierra Entertainment	Assemble Entertainment
Leisure Suit Larry 5 - Passionate Patti Does a Little Undercover Work	765860	Adventure	Adventure, Point & Click, Sexual Content, 2D, Pixel Graphics, Nudity	37	64.8648648648649	NA	5	5	NA	Assemble Entertainment, Sierra Entertainment	Assemble Entertainment
Leisure Suit Larry 6 - Shape Up Or Slip Out	765910	Adventure	Adventure, Point & Click, Sexual Content, Nudity, Classic, Comedy, 2D, Pixel Graphics, Mature	60	78.3333333333333	NA	6	8	NA	Assemble Entertainment, Sierra Entertainment	Assemble Entertainment
Leisure Suit Larry 7 - Love for Sail	765890	Adventure	Adventure, Sexual Content, Nudity, Point & Click, 2D, Classic, Comedy, Funny, Singleplayer, Mature	161	85.0931677018634	NA	6	7	NA	Assemble Entertainment, Sierra Entertainment	Assemble Entertainment
Les Quatre Alices	669280		Indie, Casual, Simulation, Visual Novel, Singleplayer, Short, RPGMaker, Female Protagonist, Interactive Fiction, Text-Based, Psychological Horror, Cartoony, Mystery, Multiple Endings	21	100	NA	0	2	NA		Paradise Project
Let's Sing 2016	397820	Casual	Casual, Music	57	52.6315789473684	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Voxler Games	Ravenscourt
Let's Sing 2019	994310	Casual	Casual, Music	37	35.1351351351351	NA	0	7	NA	Voxler	Ravenscourt
Level 22	293300	Indie	Indie, Stealth, Comedy	93	88.1720430107527	NA	3	4	NA	Noego	Noego
Lightwire	686000	Casual, Indie, Strategy	Strategy, Indie, Casual, Puzzle	1	100	NA	NA	NA	NA	nP Studios	nonPareil Institute
LillyMonster	1926790	Action, Casual, Indie, Simulation	Horror, Simulation, Anime, Cute, Singleplayer, Mystery Dungeon, Mystery, Dark Fantasy, Action, Sandbox, Runner, Casual, Dungeon Crawler, 3D, Sci-fi, Artificial Intelligence, Linear, Multiple Endings, Resource Management, Stealth	1	100	NA	NA	NA	NA	XeroStrykER__	XeroStrykER__
Lines Infinite	733050	Casual, Indie, Strategy	Casual, Indie, Strategy, Puzzle, Relaxing, Minimalist, Abstract	455	91.2087912087912	NA	3	3	NA	Konstructors	Hook Games
LINX BATTLE ARENA	697370	Action, Casual, Indie	Action, Indie, Casual, Violent, Gore, Multiplayer, Survival, Early Access, Character Action Game	33	69.6969696969697	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Blueshift Media	Blueshift Media
Liquidator	716890	Action, Indie	Action, Indie	29	48.2758620689655	NA	NA	NA	NA	Ruaz.404	Ruaz.404
Litil Divil	283430	Action, Adventure	Adventure, Action, Retro, Old School, Classic, 1990's, Puzzle	433	46.189376443418	NA	12	0	NA	Gremlin Interactive	Funbox Media Ltd
Little Farm	15960	Casual	Farming Sim, Casual, Agriculture, Puzzle, Farming, Singleplayer	114	67.5438596491228	NA	10	12	NA	MumboJumbo	MumboJumbo
Little Inferno	221260	Adventure, Casual, Indie	Casual, Indie, Singleplayer, Puzzle, Satire, Funny, Comedy, Short, Great Soundtrack, Dark Humor, Adventure, Sandbox, Atmospheric, Story Rich, Dark, Touch-Friendly, 2D, Point & Click, Surreal, Parody 	10755	94.6257554625755	NA	3	4	NA	Tomorrow Corporation	Tomorrow Corporation
Living Legends: The Frozen Fear Collection	398620	Adventure, Casual	Casual, Adventure, Hidden Object, Point & Click	84	86.9047619047619	NA	7	10	NA	4Friends Games	Viva Media
London 2012: The Official Video Game of the Olympic Games	71420	Casual, Racing, Simulation, Sports	NA	0	NA	NA	NA	NA	NA	SEGA Studios Australia	SEGA
Lone Survivor: The Director's Cut	209830	Action, Adventure, Indie, RPG, Simulation	Horror, Indie, Survival Horror, Pixel Graphics, Adventure, Atmospheric, 2D, RPG, Action, Psychological Horror, Great Soundtrack, Dark, Singleplayer, Zombies, Simulation, Retro, Survival, Side Scroller, Exploration, Difficult	1270	85.9055118110236	NA	4	10	NA	Jasper Byrne	Superflat Games
Loop Hero	1282730	Indie, RPG, Strategy	Tactical, Deckbuilding, Rogue-like, Choices Matter, Pixel Graphics, Indie, Rogue-lite, Card Game, Resource Management, Strategy RPG, 2D, Dark Fantasy, Old School, Story Rich, Fantasy, RPG, Turn-Based Tactics, Time Management, Minimalist, Adventure	30297	93.4646994751956	NA	29	55	NA	Four Quarters	Devolver Digital
Lords of Ravage - Сhapter 1	2093280		NA	0	NA	NA	NA	NA	NA		
Lost Chronicles of Zerzura	308330	Adventure	Adventure, Point & Click, Puzzle	108	87.037037037037	NA	9	22	NA	Cranberry Production	Viva Media
Lost in Random™	1462570	Action, Adventure, Indie	Adventure, Action, Action-Adventure, Gothic, Exploration, Indie, Singleplayer, Comedy, Fantasy, Deckbuilding, Combat, Action RPG, Story Rich, Real-Time with Pause, Female Protagonist, Third Person, Soundtrack, Atmospheric, Dark Fantasy	2024	90.0197628458498	NA	13	17	NA	Zoink, Thunderful	Electronic Arts
Lost Legends: The Weeping Woman Collector's Edition	397440	Adventure, Casual	Casual, Adventure, Hidden Object, Point & Click, Puzzle, 2D, Colorful, Relaxing, Investigation, Lore-Rich, Mystery, Female Protagonist, Conversation, Story Rich, Singleplayer	74	79.7297297297297	NA	2	3	NA	Gunnar Games	Gunnar Games
Lost Planet 2	45750	Action, Adventure	Action, Co-op, Adventure, Third-Person Shooter, Mechs, Sci-fi, Multiplayer, Third Person, Online Co-Op, Cult Classic, Shooter, Character Customization, Singleplayer, Aliens, Co-op Campaign	2521	67.4732249107497	NA	10	26	NA	CAPCOM CO., LTD.	Capcom
Lost Planet: Extreme Condition	6510	Action, Adventure	Action, Adventure, Mechs, Third-Person Shooter, Sci-fi, Shooter, Third Person, Robots, Multiplayer, Atmospheric, Co-op, Singleplayer, Aliens, Snow, Classic	1473	80.7196198234895	NA	8	17	NA	CAPCOM Co., Ltd.	Capcom
Lost Planet: Extreme Condition - Colonies Edition	45720	Action, Adventure	Action, Adventure, Third-Person Shooter, Mechs, Singleplayer	369	63.6856368563686	NA	NA	NA	NA	CAPCOM CO., LTD.	Capcom
Love Letter	926520	Strategy	Strategy, Card Game, Board Game, Multiplayer, Casual, Tabletop	444	84.9099099099099	NA	2	0	NA	Nomad Games	Twin Sails Interactive
Lovers Anonymous Rehab for Romantics	2016640		NA	0	NA	NA	NA	NA	NA		
LowPolyExplorer	1698680	Casual, Indie, Early Access	Casual, Sandbox, Exploration, 3D, Minimalist, Space, Open World, Indie, Early Access, Singleplayer	4	75	NA	NA	NA	NA	GameComeLife	GameComeLife
Lucky Tlhalerwa - IMS Death Squad	2098930	Action, Adventure	Action, Third-Person Shooter, Third Person, Adventure, Action-Adventure, Shooter, Realistic, Action Roguelike, Shoot 'Em Up, Exploration, Hero Shooter, 3D, Colorful, Atmospheric, Dark Humor, Destruction, Dystopian , Post-apocalyptic, Combat, Crafting	17	17.6470588235294	NA	NA	NA	NA	Lucky Tlhalerwa	Lucky Tlhalerwa
Lume	105100	Adventure, Casual, Indie	Adventure, Indie, Point & Click, Casual, Puzzle, Short, Female Protagonist, Singleplayer	489	45.398773006135	NA	1	1	NA	State of Play	State of Play
Lust for Darkness	523650	Adventure, Indie	Sexual Content, Nudity, Mature, Horror, Lovecraftian, Adventure, Violent, Gore, Indie, Psychological Horror, First-Person, Walking Simulator, Singleplayer, Atmospheric, Illuminati, NSFW, Action, Dark Fantasy, Exploration, Dark	3404	69.1539365452409	NA	3	4	NA	Movie Games Lunarium	Movie Games S.A., PlayWay S.A.
Luxor 2 HD	234350	Casual	Casual, Match 3, Puzzle	130	82.3076923076923	NA	4	14	NA	MumboJumbo	MumboJumbo
Luxor 3	15930	Casual	Casual, Puzzle, Match 3	145	88.9655172413793	NA	7	9	NA	MumboJumbo	MumboJumbo
LUXOR: 5th Passage 	60340	Action, Adventure, Casual	Casual, Action, Adventure, Match 3	94	64.8936170212766	NA	6	11	NA	MumboJumbo	MumboJumbo
Luxor Amun Rising HD	216930	Casual	Casual, Match 3, Puzzle	57	75.4385964912281	NA	5	18	NA	MumboJumbo	MumboJumbo
Luxor Evolved	205830	Action, Casual, Indie	Casual, Action, Indie, Match 3, Arcade, Puzzle	299	92.6421404682274	NA	4	12	NA	MumboJumbo	MumboJumbo
Luxor HD	361020	Casual, Strategy	Casual, Strategy, Match 3, Puzzle	114	90.3508771929825	NA	14	16	NA	MumboJumbo	MumboJumbo
Luxor Mahjong	32110	Casual	Casual, Puzzle, Mahjong, Singleplayer	103	71.8446601941748	NA	NA	NA	NA	MumboJumbo	MumboJumbo
Luxury Hotel Emporium	389680	Simulation, Strategy	Simulation, Strategy, Management, Point & Click, Immersive Sim, Time Management, Top-Down, Building, Relaxing, Economy, Procedural Generation, Resource Management, Singleplayer	23	13.0434782608696	NA	2	0	NA	United Independent Entertainment	United Independent Entertainment
M-Plan	935540	Indie	Indie	1	100	NA	NA	NA	NA	QingHun	QingHun
MadOut2 BigCityOnline	586980	Action, Indie, Racing, Simulation, Sports	Open World, Racing, Action, Multiplayer, Free to Play, Simulation, Indie, Mature, Nudity, Sports, Automobile Sim, Sexual Content, RPG	4224	76.3020833333333	NA	NA	NA	NA	MadOut Games	MadOut Games
Maelstrom	11560	Strategy	Strategy, RTS, Sci-fi, Singleplayer	147	62.5850340136054	NA	Sin registro de tiempo	Sin registro de tiempo	NA	KDV Games	Codemasters, Electronic Arts
Mafia	40990	Action, Adventure	Action, Classic, Story Rich, Crime, Open World, Atmospheric, Singleplayer, Third Person, Great Soundtrack, Adventure, Violent, Third-Person Shooter, Shooter, Difficult, Multiplayer, Racing, Cult Classic, Historical, Drama, Controller	11171	87.3422254050667	NA	16	21	NA	Illusion Softworks	2K
Mafia: Definitive Edition	1030840	Action, Adventure	Action, Open World, Story Rich, Crime, Adventure, Singleplayer, Sexual Content, Remake, Third-Person Shooter, Third Person, Multiplayer, Violent, Classic, Atmospheric, Mature, Shooter, Gore, Noir, Great Soundtrack, Racing	51005	86.7816880697971	NA	11	25	NA	Hangar 13	2K
Mafia II: Definitive Edition	1030830	Action, Adventure	Action, Adventure, Crime, Open World, Story Rich, Sexual Content, Nudity, Violent, Third Person, Gore, Third-Person Shooter, Singleplayer, Noir, Shooter, Atmospheric, Great Soundtrack, Action-Adventure, Mature, Classic	16836	69.488001900689	NA	11	33	NA	Hangar 13, D3T	2K
Magicka: Wizard Wars	202090	Action, Free to Play, Strategy	Free to Play, Magic, Action, Multiplayer, MOBA, Strategy, PvP, Funny, Co-op, Fantasy, Massively Multiplayer, RPG, Team-Based, Third Person, Adventure, Comedy, Fighting, Singleplayer, MMORPG, Indie	11429	85.0555604164844	NA	24	0	NA	Paradox North	Paradox Interactive
Mahjongg Investigations: Under Suspicion	12540	Casual	Casual, Mahjong, Puzzle	31	77.4193548387097	NA	8	0	NA	Zemnott	Ziggurat
Mahjong Riichi Multiplayer	791500	Casual, Strategy	Strategy, Casual, Mahjong	31	87.0967741935484	NA	NA	NA	NA	Schickmair Games	Schickmair Games
Main Assembly	1078920	Simulation	3D, Online Co-Op, Co-op, Singleplayer, Sandbox, Building, Simulation, Robots, Programming, Physics, Artificial Intelligence, Science, Management, Crafting, Logic, Multiplayer, Automation, Immersive Sim, Education, Character Customization	1070	87.9439252336449	NA	0	9	NA	Bad Yolk Games	Team17
Majesty 2	25980	Simulation, Strategy	Strategy, Simulation, Fantasy, Singleplayer, RTS, Difficult, Base-Building, City Builder, Management, Multiplayer	930	69.8924731182796	NA	10	16	NA	1C:InoCo	Paradox Interactive
Majesty: Gold Edition	25990	Simulation, Strategy	Strategy, Simulation, Fantasy, Base-Building, RTS, Singleplayer, Economy, Isometric, Classic, Medieval, Management, Multiplayer, City Builder, God Game	492	94.1056910569106	NA	21	32	NA	Cyberlore	Paradox Interactive
Majesty Gold HD	73230	Simulation, Strategy	NA	0	NA	NA	21	32	NA	Cyberlore	Paradox Interactive
Major Stryker	358300	Action	Action, Shoot 'Em Up, Classic, Arcade, Retro	38	76.3157894736842	NA	0	4	NA	3D Realms (Apogee Software)	3D Realms (Apogee Software)
Make Sail	417200	Action, Adventure, Indie, Simulation, Early Access	Simulation, Early Access, Physics, Building, Sailing, Indie, Exploration, Adventure, Action, Sandbox, Naval, Destruction	100	56	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Popcannibal	Popcannibal
Mana Crusher	299010	Casual	NA	12	83.3333333333333	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Little Worlds Studio	Libredia
Maniac Mansion	529890	Adventure	Adventure, Classic, Point & Click, Remake, Story Rich, Pixel Graphics, 1990's, Great Soundtrack, Retro, 2D, Funny, Puzzle, Comedy, 1980s, Cult Classic	135	85.1851851851852	NA	3	6	NA	Lucasfilm Games	Lucasfilm, Disney
Manual Samuel - Anniversary Edition	504130	Adventure, Indie	Dark Humor, Singleplayer, Adventure, Local Co-Op, Funny, Indie, Dark Comedy, Physics, Difficult, Comedy, 2D, Intentionally Awkward Controls, Cartoony, Controller	2728	82.8812316715543	NA	2	6	NA	Perfectly Paranormal	Curve Games
Marco Polo	781260	Action, Adventure, Simulation, Strategy	Simulation, Action, Adventure, Strategy, FMV	18	55.5555555555556	NA	Sin registro de tiempo	Sin registro de tiempo	NA	Infogrames	Ziggurat
Marine Sharpshooter II: Jungle Warfare	283370	Action	Action, FPS, Shooter, First-Person, Sniper	565	30.9734513274336	NA	4	0	NA	Jarhead Games	Funbox Media Ltd
Marvel: Ultimate Alliance	433300	Action, Adventure, RPG	Action, RPG, Adventure, Superhero, Singleplayer, Co-op, Comic Book	547	62.5228519195612	NA	13	36	NA	Zoë Mode	Activision
Mass Effect (2007)	17460	Action, RPG	RPG, Sci-fi, Story Rich, Action, Space, Third-Person Shooter, Singleplayer, Choices Matter, Great Soundtrack, Third Person, Character Customization, Shooter, Female Protagonist, Adventure, Romance, Atmospheric, Open World, Action RPG, Real-Time with Pause, Immersive	15993	93.7347589570437	NA	17	43	NA	BioWare	Electronic Arts
Mass Effect 2 (2010)	24980	RPG	RPG, Sci-fi, Story Rich, Third-Person Shooter, Action, Space, Singleplayer, Great Soundtrack, Choices Matter, Adventure, Cinematic, Romance, Third Person, Character Customization, Shooter, Atmospheric, Female Protagonist, Action RPG, Real-Time with Pause, Classic	15423	94.1386241327887	NA	24	50	NA	BioWare	Electronic Arts
Mass Effect™: Andromeda Deluxe Edition	1238000	Action, RPG	Character Customization, Sci-fi, Action, Third-Person Shooter, Singleplayer, RPG, Action RPG, Third Person, Open World, Space, Multiplayer, Sexual Content, Story Rich, Nudity, Choices Matter, Violent, Female Protagonist, Adventure, Shooter, Co-op	11055	77.1867933061963	NA	18	94	NA	BioWare	Electronic Arts
